age,job,marital,education,default,housing,loan,channel,month,day_of_week,cur_campaign_cnt,prev_campaign_days,prev_campaign_cnt,prev_campaign_outcome,deposit
30,trade,married,other,no,yes,no,app,jul,mon,2,,0,nonexistent,0
28,other,married,undergraduate,no,no,no,app,jul,mon,2,,0,nonexistent,0
26,trade,single,high school,no,no,no,app,jul,mon,3,,0,nonexistent,0
46,services,married,high school,no,no,no,app,jul,mon,3,,0,nonexistent,0
34,trade,married,other,no,yes,yes,app,jul,mon,3,,0,nonexistent,0
47,trade,married,other,unknown,no,no,app,jul,mon,3,,0,nonexistent,0
48,education,married,undergraduate,no,yes,no,app,jul,mon,3,,0,nonexistent,0
31,other,single,other,no,yes,no,app,jul,mon,4,,0,nonexistent,0
29,services,married,high school,no,yes,no,app,jul,mon,2,,0,nonexistent,0
27,technology,married,graduate/professional,no,no,no,push,jul,mon,2,,0,nonexistent,0
25,trade,single,high school,no,yes,no,app,jul,mon,2,,0,nonexistent,0
43,other,married,high school,no,no,no,app,jul,mon,3,,0,nonexistent,0
48,education,married,undergraduate,no,yes,no,app,jul,mon,3,,0,nonexistent,0
47,retired,single,other,unknown,no,no,app,jul,mon,5,,0,nonexistent,0
30,trade,married,other,no,yes,no,app,jul,mon,3,,0,nonexistent,0
50,trade,married,graduate/professional,unknown,yes,no,app,jul,mon,3,,0,nonexistent,0
29,other,married,undergraduate,no,yes,yes,app,jul,mon,3,,0,nonexistent,0
36,other,married,undergraduate,no,yes,yes,app,jul,mon,2,,0,nonexistent,1
37,trade,married,other,no,yes,no,app,jul,mon,5,,0,nonexistent,0
41,technology,married,high school,no,yes,yes,app,jul,mon,3,,0,nonexistent,0
36,trade,married,other,no,yes,yes,app,jul,mon,3,,0,nonexistent,0
46,trade,single,other,unknown,no,yes,app,jul,mon,3,,0,nonexistent,0
27,other,married,other,unknown,yes,yes,app,jul,mon,3,,0,nonexistent,0
47,retired,single,other,unknown,yes,yes,app,jul,mon,3,,0,nonexistent,0
26,technology,single,high school,no,yes,no,app,jul,mon,3,,0,nonexistent,0
30,technology,married,graduate/professional,no,yes,yes,app,jul,mon,2,,0,nonexistent,0
43,retail,married,other,no,no,no,app,jul,mon,3,,0,nonexistent,0
34,trade,single,graduate/professional,no,no,yes,app,jul,mon,3,,0,nonexistent,0
31,trade,married,other,no,yes,no,app,jul,mon,5,,0,nonexistent,0
31,retail,married,high school,no,yes,no,app,jul,mon,8,,0,nonexistent,0
51,trade,married,other,unknown,yes,no,app,jul,mon,6,,0,nonexistent,0
24,services,single,high school,no,no,no,app,jul,mon,4,,0,nonexistent,0
30,technology,single,graduate/professional,no,yes,no,app,jul,mon,5,,0,nonexistent,0
37,trade,married,graduate/professional,no,yes,no,app,jul,mon,3,,0,nonexistent,0
28,other,single,other,no,yes,no,app,jul,mon,2,,0,nonexistent,0
54,trade,married,other,unknown,no,no,app,jul,mon,3,,0,nonexistent,0
52,trade,married,unknown,no,no,yes,app,jul,mon,11,,0,nonexistent,0
34,trade,married,other,unknown,yes,no,app,jul,mon,5,,0,nonexistent,0
44,unemployed,married,high school,no,yes,no,app,jul,mon,3,,0,nonexistent,0
55,education,single,unknown,no,no,yes,app,jul,mon,2,,0,nonexistent,0
36,other,married,undergraduate,no,yes,no,push,jul,mon,5,,0,nonexistent,0
50,other,divorced,other,no,yes,no,app,jul,mon,4,,0,nonexistent,0
43,other,divorced,high school,no,yes,no,push,jul,mon,6,,0,nonexistent,0
46,trade,married,other,unknown,yes,yes,app,jul,mon,3,,0,nonexistent,0
47,trade,married,other,no,yes,yes,app,jul,mon,3,,0,nonexistent,0
31,technology,married,high school,no,no,no,app,jul,mon,3,,0,nonexistent,0
36,technology,divorced,graduate/professional,no,yes,no,app,jul,mon,2,,0,nonexistent,0
32,services,married,high school,no,no,no,app,jul,mon,2,,0,nonexistent,0
54,trade,divorced,other,no,no,no,app,jul,mon,2,,0,nonexistent,0
52,services,married,high school,unknown,no,no,app,jul,mon,6,,0,nonexistent,0
50,trade,married,other,no,no,no,app,jul,mon,3,,0,nonexistent,0
35,other,married,high school,unknown,no,no,app,jul,mon,4,,0,nonexistent,1
27,trade,single,other,no,yes,no,push,jul,mon,3,,0,nonexistent,0
28,other,single,high school,no,no,yes,app,jul,mon,3,,0,nonexistent,0
34,services,married,high school,no,unknown,unknown,app,jul,mon,13,,0,nonexistent,0
31,trade,married,high school,no,no,yes,app,jul,mon,3,,0,nonexistent,0
51,retail,married,other,no,yes,no,app,jul,mon,3,,0,nonexistent,0
54,trade,single,unknown,no,no,no,push,jul,mon,4,,0,nonexistent,0
51,retail,married,undergraduate,no,no,no,app,jul,mon,3,,0,nonexistent,0
44,trade,married,other,no,no,no,app,jul,mon,4,,0,nonexistent,0
30,trade,married,other,no,no,no,app,jul,mon,3,,0,nonexistent,0
36,technology,divorced,graduate/professional,no,yes,yes,app,jul,mon,4,,0,nonexistent,0
27,services,single,high school,no,no,no,app,jul,mon,3,,0,nonexistent,1
27,other,single,high school,no,yes,no,push,jul,mon,4,,0,nonexistent,0
32,trade,married,other,no,no,no,app,jul,mon,3,,0,nonexistent,0
32,education,married,graduate/professional,unknown,no,no,app,jul,mon,4,,0,nonexistent,0
48,trade,divorced,high school,unknown,no,yes,push,jul,mon,3,,0,nonexistent,0
30,trade,married,other,no,yes,no,app,jul,mon,3,,0,nonexistent,0
23,trade,single,high school,unknown,yes,no,app,jul,mon,4,,0,nonexistent,0
35,other,divorced,high school,no,yes,yes,app,jul,mon,3,,0,nonexistent,0
38,services,single,other,no,yes,no,app,jul,mon,4,,0,nonexistent,0
42,retail,married,high school,no,yes,no,app,jul,mon,4,,0,nonexistent,0
57,trade,married,other,no,yes,no,app,jul,mon,3,,0,nonexistent,0
32,other,single,undergraduate,no,no,no,push,jul,mon,3,,0,nonexistent,0
35,education,single,undergraduate,no,no,no,app,jul,mon,4,,0,nonexistent,0
43,unemployed,married,high school,no,yes,no,app,jul,mon,3,,0,nonexistent,0
27,other,married,high school,no,yes,no,app,jul,mon,3,,0,nonexistent,0
30,trade,single,other,no,yes,no,app,jul,mon,3,,0,nonexistent,0
32,technology,married,graduate/professional,no,yes,yes,app,jul,mon,4,,0,nonexistent,0
28,other,single,undergraduate,no,yes,no,push,jul,mon,10,,0,nonexistent,0
28,student,single,high school,no,yes,no,push,jul,mon,3,,0,nonexistent,0
44,business,married,high school,no,no,no,app,jul,mon,3,,0,nonexistent,0
32,trade,single,other,no,yes,no,app,jul,mon,3,,0,nonexistent,0
33,business,married,undergraduate,no,yes,no,push,jul,mon,2,,0,nonexistent,0
36,technology,divorced,graduate/professional,no,no,no,app,jul,mon,2,,0,nonexistent,0
44,trade,married,other,no,yes,no,app,jul,mon,3,,0,nonexistent,0
23,services,single,high school,no,no,no,push,jul,mon,3,,0,nonexistent,0
27,other,single,high school,no,yes,yes,push,jul,mon,5,,0,nonexistent,0
26,technology,single,high school,no,yes,yes,app,jul,mon,7,,0,nonexistent,1
59,trade,divorced,other,unknown,no,yes,app,jul,mon,6,,0,nonexistent,0
27,services,married,high school,no,yes,no,app,jul,mon,3,,0,nonexistent,0
42,other,married,high school,no,no,no,app,jul,mon,3,,0,nonexistent,0
31,other,single,high school,no,no,no,app,jul,mon,3,,0,nonexistent,0
30,trade,married,other,no,no,no,app,jul,mon,4,,0,nonexistent,0
31,technology,single,undergraduate,no,yes,no,app,jul,mon,4,,0,nonexistent,0
57,trade,married,other,no,yes,no,app,jul,mon,2,,0,nonexistent,0
29,business,single,other,no,no,no,app,jul,mon,3,,0,nonexistent,0
34,trade,married,other,unknown,no,yes,push,jul,mon,3,,0,nonexistent,0
54,other,married,other,no,no,yes,app,jul,mon,4,,0,nonexistent,0
35,other,married,high school,unknown,no,no,app,jul,mon,3,,0,nonexistent,0
47,self-employed,married,other,unknown,yes,no,push,jul,mon,10,,0,nonexistent,0
44,trade,married,other,unknown,no,no,app,jul,mon,6,,0,nonexistent,0
51,other,married,undergraduate,no,no,no,push,jul,mon,4,,0,nonexistent,0
45,trade,divorced,other,no,no,no,app,jul,mon,4,,0,nonexistent,0
46,trade,single,other,unknown,no,no,app,jul,mon,4,,0,nonexistent,0
34,trade,married,other,no,no,no,push,jul,mon,4,,0,nonexistent,0
32,other,single,undergraduate,no,yes,no,push,jul,mon,3,,0,nonexistent,0
38,trade,single,other,unknown,yes,no,app,jul,mon,3,,0,nonexistent,0
36,trade,married,other,no,unknown,unknown,push,jul,mon,14,,0,nonexistent,0
33,trade,married,high school,no,yes,no,app,jul,mon,3,,0,nonexistent,0
59,trade,divorced,other,unknown,yes,no,app,jul,mon,3,,0,nonexistent,0
33,education,single,undergraduate,no,yes,no,app,jul,mon,3,,0,nonexistent,0
39,other,married,undergraduate,no,no,no,app,jul,mon,3,,0,nonexistent,0
30,trade,married,other,no,no,no,app,jul,mon,4,,0,nonexistent,0
30,technology,married,graduate/professional,no,yes,yes,push,jul,mon,4,,0,nonexistent,0
33,other,single,undergraduate,no,no,no,app,jul,mon,2,,0,nonexistent,0
54,education,married,undergraduate,no,no,no,app,jul,mon,2,,0,nonexistent,1
39,trade,married,other,no,no,no,app,jul,tue,2,,0,nonexistent,0
28,trade,single,other,unknown,yes,no,push,jul,tue,3,,0,nonexistent,0
49,trade,married,other,unknown,yes,no,app,jul,tue,3,,0,nonexistent,0
37,trade,single,high school,no,no,no,app,jul,tue,19,,0,nonexistent,0
38,technology,single,graduate/professional,no,yes,no,app,jul,tue,3,,0,nonexistent,0
57,trade,married,other,unknown,yes,no,app,jul,tue,3,,0,nonexistent,0
42,services,married,other,no,no,no,app,jul,tue,3,,0,nonexistent,0
28,trade,married,other,unknown,yes,yes,push,jul,tue,4,,0,nonexistent,0
31,trade,married,other,unknown,yes,yes,app,jul,tue,3,,0,nonexistent,0
53,trade,married,other,no,yes,no,app,jul,tue,4,,0,nonexistent,0
56,trade,married,other,unknown,yes,no,app,jul,tue,2,,0,nonexistent,0
32,other,single,undergraduate,no,unknown,unknown,app,jul,tue,3,,0,nonexistent,0
28,trade,single,other,unknown,no,no,app,jul,tue,3,,0,nonexistent,0
44,services,divorced,other,no,no,no,app,jul,tue,3,,0,nonexistent,1
35,trade,single,other,unknown,yes,no,app,jul,tue,2,,0,nonexistent,0
45,trade,single,other,unknown,yes,yes,app,jul,tue,3,,0,nonexistent,0
53,trade,married,other,no,yes,no,app,jul,tue,3,,0,nonexistent,0
38,retired,single,other,unknown,no,no,app,jul,tue,2,,0,nonexistent,0
50,technology,single,undergraduate,no,yes,no,app,jul,tue,4,,0,nonexistent,0
25,education,single,undergraduate,no,no,no,app,jul,tue,3,,0,nonexistent,0
32,trade,married,other,no,no,no,push,jul,tue,3,,0,nonexistent,0
46,trade,married,other,unknown,no,no,app,jul,tue,3,,0,nonexistent,0
57,trade,married,other,no,yes,no,app,jul,tue,2,,0,nonexistent,0
30,other,single,undergraduate,no,yes,no,app,jul,tue,2,,0,nonexistent,0
27,trade,single,other,no,no,no,app,jul,tue,2,,0,nonexistent,0
33,other,single,undergraduate,no,no,no,app,jul,tue,2,,0,nonexistent,0
35,other,divorced,high school,unknown,no,no,app,jul,tue,4,,0,nonexistent,0
50,technology,single,undergraduate,no,no,no,app,jul,tue,3,,0,nonexistent,0
36,other,married,high school,no,yes,no,app,jul,tue,2,,0,nonexistent,0
46,technology,divorced,graduate/professional,no,no,no,app,jul,tue,3,,0,nonexistent,0
56,education,married,undergraduate,no,no,no,app,jul,tue,2,,0,nonexistent,0
34,other,single,undergraduate,no,yes,no,app,jul,tue,2,,0,nonexistent,0
38,technology,single,graduate/professional,no,yes,no,app,jul,tue,2,,0,nonexistent,0
31,trade,married,other,unknown,yes,no,app,jul,tue,3,,0,nonexistent,0
55,trade,married,other,no,yes,no,app,jul,tue,3,,0,nonexistent,0
27,technology,single,graduate/professional,no,yes,no,app,jul,tue,2,,0,nonexistent,0
26,services,single,other,no,no,no,app,jul,tue,2,,0,nonexistent,0
23,trade,single,other,no,no,no,app,jul,tue,3,,0,nonexistent,0
51,retired,married,undergraduate,unknown,no,no,app,jul,tue,3,,0,nonexistent,0
37,retail,married,other,no,no,no,app,jul,tue,4,,0,nonexistent,0
35,other,married,other,no,yes,no,app,jul,tue,3,,0,nonexistent,0
25,trade,married,other,unknown,no,no,app,jul,tue,4,,0,nonexistent,0
48,trade,married,other,no,unknown,unknown,app,jul,tue,4,,0,nonexistent,0
32,trade,single,other,unknown,unknown,unknown,app,jul,tue,4,,0,nonexistent,0
32,education,divorced,undergraduate,no,no,no,app,jul,tue,5,,0,nonexistent,0
44,trade,married,other,no,yes,no,app,jul,tue,4,,0,nonexistent,0
31,trade,single,high school,no,yes,no,app,jul,tue,4,,0,nonexistent,0
29,trade,married,other,no,yes,no,app,jul,tue,4,,0,nonexistent,0
42,self-employed,divorced,other,unknown,yes,no,app,jul,tue,3,,0,nonexistent,0
35,trade,single,other,no,no,yes,app,jul,tue,3,,0,nonexistent,0
57,trade,married,other,unknown,no,no,app,jul,tue,3,,0,nonexistent,0
45,trade,married,other,unknown,yes,no,app,jul,tue,3,,0,nonexistent,0
42,services,married,other,no,no,no,app,jul,tue,3,,0,nonexistent,0
31,other,single,undergraduate,no,yes,yes,app,jul,tue,2,,0,nonexistent,0
42,technology,married,other,no,no,no,app,jul,tue,3,,0,nonexistent,1
48,other,single,undergraduate,no,yes,yes,push,jul,tue,4,,0,nonexistent,0
57,trade,married,other,unknown,yes,no,app,jul,tue,4,,0,nonexistent,0
50,trade,married,other,unknown,yes,yes,app,jul,tue,6,,0,nonexistent,0
38,technology,single,graduate/professional,no,no,yes,app,jul,tue,4,,0,nonexistent,0
35,technology,married,graduate/professional,no,yes,no,app,jul,tue,4,,0,nonexistent,0
34,services,divorced,high school,no,no,yes,app,jul,tue,2,,0,nonexistent,0
32,retail,single,undergraduate,unknown,yes,no,app,jul,tue,4,,0,nonexistent,0
25,technology,single,graduate/professional,no,yes,no,app,jul,tue,4,,0,nonexistent,0
38,trade,single,other,unknown,no,no,push,jul,tue,5,,0,nonexistent,0
33,services,married,high school,no,no,no,app,jul,tue,5,,0,nonexistent,0
31,trade,married,other,unknown,yes,no,push,jul,tue,2,,0,nonexistent,0
45,trade,married,other,unknown,no,no,app,jul,tue,5,,0,nonexistent,1
55,trade,married,other,no,yes,no,app,jul,tue,2,,0,nonexistent,0
54,retired,married,other,no,yes,yes,push,jul,tue,3,,0,nonexistent,1
30,business,single,high school,no,yes,no,push,jul,tue,2,,0,nonexistent,0
30,trade,divorced,other,no,no,no,app,jul,tue,3,,0,nonexistent,0
57,self-employed,married,graduate/professional,no,yes,no,app,jul,tue,2,,0,nonexistent,1
36,trade,married,other,unknown,no,no,app,jul,tue,4,,0,nonexistent,0
48,other,single,undergraduate,no,yes,yes,push,jul,tue,2,,0,nonexistent,0
34,services,divorced,high school,no,yes,no,app,jul,tue,3,,0,nonexistent,0
55,trade,married,other,no,no,no,app,jul,tue,2,,0,nonexistent,0
40,other,single,high school,no,yes,no,app,jul,tue,4,,0,nonexistent,0
36,self-employed,divorced,graduate/professional,unknown,yes,yes,app,jul,tue,4,,0,nonexistent,0
30,business,single,high school,no,no,yes,app,jul,tue,4,,0,nonexistent,0
34,other,single,undergraduate,no,no,no,app,jul,tue,4,,0,nonexistent,0
37,education,single,undergraduate,no,yes,no,app,jul,tue,3,,0,nonexistent,0
38,technology,single,graduate/professional,no,no,no,app,jul,tue,4,,0,nonexistent,1
40,trade,married,unknown,no,no,no,app,jul,tue,3,,0,nonexistent,0
32,trade,married,other,unknown,no,no,push,jul,tue,5,,0,nonexistent,0
53,trade,married,other,no,yes,yes,app,jul,tue,2,,0,nonexistent,0
51,retired,married,other,no,yes,no,app,jul,tue,2,,0,nonexistent,0
45,trade,married,other,unknown,yes,no,app,jul,tue,2,,0,nonexistent,0
37,trade,married,other,no,yes,no,app,jul,tue,3,,0,nonexistent,0
45,trade,married,other,unknown,no,no,push,jul,tue,3,,0,nonexistent,0
25,business,single,undergraduate,no,no,yes,app,jul,tue,2,,0,nonexistent,0
26,other,single,undergraduate,no,yes,no,app,jul,tue,5,,0,nonexistent,0
46,technology,divorced,graduate/professional,no,no,no,app,jul,tue,4,,0,nonexistent,0
43,trade,married,other,no,no,no,push,jul,tue,3,,0,nonexistent,0
31,technology,single,graduate/professional,no,yes,no,app,jul,tue,4,,0,nonexistent,0
38,services,single,undergraduate,no,no,no,app,jul,tue,4,,0,nonexistent,0
29,business,married,other,no,no,no,app,jul,tue,4,,0,nonexistent,0
38,other,divorced,undergraduate,no,no,no,app,jul,tue,3,,0,nonexistent,0
28,other,married,high school,unknown,no,no,app,jul,tue,3,,0,nonexistent,0
33,other,married,high school,unknown,no,no,app,jul,tue,5,,0,nonexistent,0
33,other,single,undergraduate,no,yes,no,app,jul,tue,4,,0,nonexistent,0
34,business,married,high school,unknown,no,no,app,jul,tue,4,,0,nonexistent,0
37,trade,married,other,unknown,no,no,app,jul,tue,3,,0,nonexistent,0
57,trade,divorced,other,unknown,yes,no,app,jul,tue,5,,0,nonexistent,0
45,other,married,undergraduate,no,yes,no,app,jul,tue,3,,0,nonexistent,0
27,services,single,high school,no,unknown,unknown,push,jul,tue,3,,0,nonexistent,0
45,services,married,other,no,no,no,push,jul,tue,4,,0,nonexistent,0
39,trade,married,unknown,unknown,yes,no,push,jul,tue,5,,0,nonexistent,0
28,trade,single,other,unknown,no,no,app,jul,tue,5,,0,nonexistent,0
38,education,married,undergraduate,no,yes,no,app,jul,tue,4,,0,nonexistent,0
24,business,single,undergraduate,no,yes,no,app,jul,tue,3,,0,nonexistent,1
37,other,divorced,high school,no,no,no,app,jul,tue,4,,0,nonexistent,0
33,other,married,high school,unknown,yes,no,app,jul,tue,2,,0,nonexistent,0
31,services,married,high school,unknown,yes,no,app,jul,tue,3,,0,nonexistent,0
32,trade,single,other,no,yes,no,app,jul,tue,4,,0,nonexistent,0
24,trade,single,other,unknown,yes,no,app,jul,tue,3,,0,nonexistent,0
31,other,married,high school,unknown,yes,no,app,jul,tue,3,,0,nonexistent,0
35,other,married,other,no,yes,no,app,jul,tue,10,,0,nonexistent,0
39,trade,married,unknown,unknown,yes,yes,app,jul,tue,4,,0,nonexistent,0
43,services,single,high school,no,no,no,app,jul,tue,4,,0,nonexistent,1
37,other,single,undergraduate,unknown,yes,no,app,jul,tue,2,,0,nonexistent,0
48,unemployed,married,undergraduate,no,yes,yes,app,jul,tue,3,,0,nonexistent,0
40,trade,single,other,no,no,no,app,jul,tue,2,,0,nonexistent,0
37,services,married,high school,no,no,yes,app,jul,tue,3,,0,nonexistent,0
31,technology,single,graduate/professional,no,no,no,push,jul,tue,3,,0,nonexistent,0
31,trade,married,other,unknown,no,no,app,jul,tue,4,,0,nonexistent,0
37,other,single,undergraduate,unknown,no,yes,app,jul,tue,4,,0,nonexistent,0
34,education,divorced,undergraduate,no,no,yes,app,jul,tue,5,,0,nonexistent,0
53,technology,divorced,high school,no,yes,no,app,jul,tue,4,,0,nonexistent,0
38,other,divorced,undergraduate,no,no,yes,push,jul,tue,3,,0,nonexistent,0
57,trade,married,unknown,no,no,no,app,jul,tue,4,,0,nonexistent,0
26,other,married,undergraduate,no,no,no,app,jul,tue,6,,0,nonexistent,0
48,unemployed,married,undergraduate,no,no,no,app,jul,tue,2,,0,nonexistent,0
35,services,married,high school,no,yes,no,app,jul,tue,4,,0,nonexistent,0
45,technology,married,graduate/professional,no,yes,no,app,jul,tue,3,,0,nonexistent,0
25,other,single,high school,no,yes,no,app,jul,tue,1,,0,nonexistent,0
49,trade,married,other,unknown,yes,no,app,jul,tue,12,,0,nonexistent,0
30,trade,single,other,no,yes,no,app,jul,tue,2,,0,nonexistent,0
30,trade,single,other,no,yes,no,push,jul,tue,5,,0,nonexistent,0
32,services,married,high school,no,no,no,app,jul,tue,1,,0,nonexistent,0
46,technology,divorced,graduate/professional,no,yes,no,app,jul,tue,5,,0,nonexistent,0
45,retired,divorced,undergraduate,no,yes,no,app,jul,tue,4,,0,nonexistent,0
40,other,married,undergraduate,no,yes,no,app,jul,tue,1,,0,nonexistent,0
36,trade,married,other,unknown,no,no,app,jul,tue,3,,0,nonexistent,1
33,retail,married,other,no,no,no,app,jul,tue,4,,0,nonexistent,1
24,other,single,high school,no,yes,yes,push,jul,tue,1,,0,nonexistent,0
49,trade,divorced,other,unknown,yes,no,app,jul,tue,1,,0,nonexistent,0
47,other,married,other,no,unknown,unknown,app,jul,tue,1,,0,nonexistent,0
56,education,married,other,unknown,yes,no,app,jul,tue,1,,0,nonexistent,0
56,retail,married,other,unknown,no,no,app,jul,tue,1,,0,nonexistent,0
47,other,married,other,no,yes,no,app,jul,tue,1,,0,nonexistent,0
23,student,single,high school,unknown,unknown,unknown,app,jul,tue,1,,0,nonexistent,0
34,other,single,undergraduate,no,no,no,app,jul,tue,1,,0,nonexistent,0
59,trade,married,other,unknown,yes,no,app,jul,tue,5,,0,nonexistent,0
48,trade,married,other,unknown,yes,no,push,jul,tue,1,,0,nonexistent,0
31,trade,married,other,no,no,no,push,jul,tue,6,,0,nonexistent,0
25,services,single,high school,no,yes,no,app,jul,tue,1,,0,nonexistent,0
36,other,single,other,no,yes,no,app,jul,tue,1,,0,nonexistent,0
35,trade,divorced,other,no,yes,no,app,jul,tue,1,,0,nonexistent,0
37,technology,married,graduate/professional,unknown,yes,yes,app,jul,tue,1,,0,nonexistent,0
34,technology,divorced,graduate/professional,no,no,no,app,jul,tue,5,,0,nonexistent,0
34,other,single,undergraduate,no,no,no,app,jul,tue,2,,0,nonexistent,0
31,trade,single,other,no,yes,no,app,jul,tue,1,,0,nonexistent,0
35,trade,married,other,no,no,yes,app,jul,tue,4,,0,nonexistent,0
33,other,married,high school,unknown,yes,no,app,jul,tue,4,,0,nonexistent,0
28,trade,married,other,unknown,yes,no,push,jul,tue,4,,0,nonexistent,0
35,trade,divorced,other,no,no,no,app,jul,tue,1,,0,nonexistent,1
31,technology,single,graduate/professional,no,yes,no,push,jul,tue,4,,0,nonexistent,0
37,technology,married,graduate/professional,unknown,yes,yes,app,jul,tue,1,,0,nonexistent,0
33,education,married,undergraduate,no,no,no,app,jul,tue,1,,0,nonexistent,0
56,education,married,undergraduate,no,yes,no,app,jul,tue,1,,0,nonexistent,0
37,retail,married,other,no,yes,no,app,jul,tue,1,,0,nonexistent,0
26,other,married,other,no,no,no,app,jul,tue,2,,0,nonexistent,1
35,retail,married,other,no,no,no,app,jul,tue,2,,0,nonexistent,0
40,other,divorced,high school,no,yes,no,app,jul,tue,6,,0,nonexistent,0
43,trade,married,other,no,no,yes,app,jul,tue,2,,0,nonexistent,0
46,technology,divorced,graduate/professional,no,yes,no,app,jul,tue,5,,0,nonexistent,0
30,services,single,high school,no,no,yes,app,jul,tue,4,,0,nonexistent,0
50,technology,single,undergraduate,no,yes,no,app,jul,tue,2,,0,nonexistent,0
49,trade,married,other,unknown,yes,no,app,jul,tue,4,,0,nonexistent,0
31,other,single,high school,no,no,no,app,jul,tue,1,,0,nonexistent,0
32,services,single,unknown,unknown,yes,no,app,jul,tue,1,,0,nonexistent,1
32,services,single,unknown,unknown,no,no,app,jul,tue,1,,0,nonexistent,1
28,trade,single,high school,no,yes,no,app,jul,tue,5,,0,nonexistent,0
28,other,married,high school,unknown,yes,yes,app,jul,tue,3,,0,nonexistent,0
29,education,single,high school,no,no,yes,app,jul,tue,4,,0,nonexistent,0
33,services,married,high school,no,yes,no,app,jul,tue,4,,0,nonexistent,1
50,other,married,graduate/professional,no,no,no,app,jul,tue,3,,0,nonexistent,1
26,technology,divorced,graduate/professional,no,no,yes,app,jul,tue,1,,0,nonexistent,1
26,technology,divorced,graduate/professional,no,yes,no,app,jul,tue,1,,0,nonexistent,0
30,trade,single,other,no,yes,no,app,jul,tue,2,,0,nonexistent,0
32,technology,single,graduate/professional,no,no,yes,app,jul,tue,1,,0,nonexistent,0
34,education,divorced,undergraduate,no,yes,no,app,jul,tue,6,,0,nonexistent,1
25,trade,married,high school,unknown,yes,no,app,jul,tue,4,,0,nonexistent,0
32,business,single,undergraduate,no,yes,no,app,jul,tue,3,,0,nonexistent,0
37,services,married,high school,no,yes,no,app,jul,tue,2,,0,nonexistent,0
31,other,married,other,no,yes,no,app,jul,tue,2,,0,nonexistent,0
38,other,single,high school,no,no,yes,push,jul,tue,2,,0,nonexistent,0
56,education,married,other,unknown,yes,no,app,jul,tue,2,,0,nonexistent,0
31,other,single,undergraduate,no,no,no,app,jul,tue,2,,0,nonexistent,0
45,trade,married,other,no,no,no,app,jul,tue,5,,0,nonexistent,0
34,education,divorced,undergraduate,no,yes,no,app,jul,tue,5,,0,nonexistent,0
39,retail,single,undergraduate,unknown,no,no,push,jul,tue,9,,0,nonexistent,0
41,technology,married,undergraduate,no,no,no,app,jul,tue,2,,0,nonexistent,0
52,trade,divorced,unknown,no,no,no,app,jul,tue,8,,0,nonexistent,0
23,technology,single,undergraduate,no,yes,yes,app,jul,tue,11,,0,nonexistent,0
33,unemployed,single,unknown,no,no,no,app,jul,tue,6,,0,nonexistent,0
52,retail,married,other,no,yes,yes,app,jul,tue,7,,0,nonexistent,0
39,other,divorced,high school,no,yes,no,app,jul,tue,5,,0,nonexistent,1
32,technology,single,graduate/professional,no,yes,no,app,jul,tue,1,,0,nonexistent,0
43,trade,married,other,no,no,no,app,jul,tue,5,,0,nonexistent,0
56,trade,married,other,unknown,no,no,app,jul,tue,5,,0,nonexistent,0
34,other,single,undergraduate,no,no,no,app,jul,tue,4,,0,nonexistent,0
36,retail,single,high school,no,yes,no,app,jul,tue,5,,0,nonexistent,0
35,other,married,undergraduate,no,yes,no,app,jul,tue,4,,0,nonexistent,0
51,other,divorced,graduate/professional,no,yes,no,app,jul,tue,4,,0,nonexistent,0
57,trade,divorced,other,unknown,yes,yes,app,jul,tue,6,,0,nonexistent,0
47,trade,married,other,no,no,no,app,jul,tue,2,,0,nonexistent,0
50,other,married,graduate/professional,no,no,no,app,jul,tue,14,,0,nonexistent,0
47,retail,married,other,unknown,yes,no,push,jul,tue,2,,0,nonexistent,0
41,business,married,other,no,no,no,push,jul,tue,2,,0,nonexistent,0
30,education,divorced,other,no,yes,no,app,jul,tue,8,,0,nonexistent,0
48,unemployed,married,undergraduate,no,yes,no,app,jul,tue,5,,0,nonexistent,0
34,technology,divorced,other,no,yes,no,app,jul,tue,3,,0,nonexistent,1
36,services,single,high school,no,no,yes,app,jul,tue,5,,0,nonexistent,0
35,other,divorced,undergraduate,no,yes,no,app,jul,tue,4,,0,nonexistent,0
28,other,single,undergraduate,no,no,no,app,jul,tue,3,,0,nonexistent,0
35,trade,divorced,other,no,no,yes,app,jul,tue,2,,0,nonexistent,0
43,trade,married,other,no,no,no,app,jul,tue,2,,0,nonexistent,0
34,technology,single,graduate/professional,no,no,yes,app,jul,tue,5,,0,nonexistent,1
41,business,divorced,undergraduate,no,yes,no,app,jul,tue,5,,0,nonexistent,0
33,other,married,high school,unknown,yes,no,app,jul,tue,4,,0,nonexistent,0
32,education,divorced,undergraduate,no,yes,no,app,jul,tue,4,,0,nonexistent,0
30,services,single,high school,no,no,no,app,jul,tue,4,,0,nonexistent,0
33,services,married,high school,no,no,no,app,jul,tue,8,,0,nonexistent,0
48,other,single,undergraduate,no,no,no,push,jul,tue,7,,0,nonexistent,0
48,other,single,undergraduate,no,no,no,app,jul,tue,4,,0,nonexistent,0
30,trade,married,high school,no,yes,no,app,jul,tue,4,,0,nonexistent,0
30,business,single,high school,no,yes,no,app,jul,tue,5,,0,nonexistent,0
27,technology,single,graduate/professional,no,yes,no,app,jul,tue,3,,0,nonexistent,0
45,trade,married,other,unknown,no,no,app,jul,tue,3,,0,nonexistent,0
36,other,single,other,no,no,yes,app,jul,tue,2,,0,nonexistent,0
